Time,4873_bt,6128_bt,1883_bt,1928_bt,9839_bt
10860,18.802494090229523,25.984036158337688,28.34761056176855,34.853355857842914,31.60189019624179
10920,17.765893767235646,28.239881337352912,27.81966829445634,33.85687482641685,30.705757595520993
10980,17.32764892977903,27.733279103121436,27.6355443312967,33.08373396784996,30.612237059932728
11040,18.49897816121387,28.623633230275153,30.082450557271553,32.17913273730174,29.71489202684666
11100,18.300353421150696,28.362189787049505,33.781085631978094,35.40244550604607,28.400368435869513
11160,19.52806742643649,28.175285675324684,41.423859046508085,36.07457602068744,28.566059707203316
11220,18.642929348142797,29.501956175881144,48.04367740762205,39.71345905196989,27.843317158953667
11280,17.697508630346846,32.117191051701504,54.23714951807761,47.40386662420937,28.482488760039917
11340,17.298586235246404,31.672365667728165,64.60989033671646,54.03745065537638,28.278690495610643
11400,19.984435749576175,31.327893590813456,67.23348210225517,52.36958298275613,28.134711376966177
11460,18.866362854986384,30.894413156365424,61.472394359181735,57.79715430102949,28.062051058897524
11520,18.367943986595783,34.406551944771664,55.202706010732456,56.66214758864482,30.986583981635988
11580,19.49820071269004,37.906972634883054,50.47807669924811,54.25450949149319,29.866483887042815
11640,18.64925793624488,37.12854805649113,49.34302007372724,51.23156155449087,28.930199036604943
11700,17.70027074592482,42.09721727361148,48.63940667063756,50.88721261316732,27.29424013657164
11760,18.515931864418178,42.45550032783126,49.565598492813955,53.132312066575395,25.605789637758992
11820,21.109246130248074,45.79683066897506,53.60621783115363,55.33722857860872,26.976499973036503
11880,20.667532574960926,49.03959056487444,55.55940070636986,58.85198381978245,26.566418676184817
11940,20.32553141092251,52.12257462560877,54.897127630727624,59.2983514133572,29.047043074605376
12000,23.002649944978288,56.58088278530527,55.66649918225447,59.9143338852411,27.5958180510774
12060,21.591654510897236,60.78515099536274,55.38127106720091,60.77167867079513,28.961948239671283
12120,20.3405415372304,64.8493127580553,63.983038482008645,63.17654115868074,31.252501832713953
12180,20.55417169206371,68.86700667656322,62.811473482856,63.950739316861345,33.38099930236751
12240,19.839477389520866,74.30205716933853,68.69753852860525,67.68802718665036,34.03297065823661
12300,19.09851035290548,72.93824130560658,70.08601525899346,71.01134137780163,32.90886079534778
12360,18.466041788831603,75.7989872087879,73.0543244210157,74.11526840939293,31.950187083735372
12420,18.19963090231036,83.40448549665938,79.00976494162826,73.23098816681346,32.969926715955275
12480,20.983648065037766,82.04294833736647,80.23420424085622,76.63765561582231,32.55139989901933
12540,19.865854956185718,79.00372470175994,81.70059498931842,82.90417032118891,31.7573293804303
12600,19.068860694248805,75.57899762895451,86.38467986042649,82.90244149606467,30.24135270492506
12660,19.501869985404305,75.08700943583423,86.5955363224362,84.49150599624956,28.95088110620895
12720,18.680431093716145,73.01298225825694,84.5421304832961,87.87421446825476,27.92045479629648
12780,17.713584664388925,67.47244382693209,81.79496893263871,87.10776734886011,26.47439045364797
12840,18.517353459254693,64.38016377767269,77.09112358182638,90.61753507791715,30.885887234694305
12900,21.109193110252384,64.03564666765632,73.08680091825879,92.55364023692982,37.000466271104536
12960,19.906499350304813,66.17373039634506,66.67926585059047,91.89349310830984,36.94914366125104
13020,26.42717802592057,66.94176119308348,61.113458264700036,103.01209617930019,37.16766618488133
13080,33.67276405070466,69.21996547101213,57.78094510915742,105.14964569972157,39.25478656447833
13140,32.1850861156089,72.81864834681987,54.75756062790771,103.74628446593616,41.37519173205595
13200,33.46971976180075,74.63825038062761,48.600094445131816,105.30577200916504,42.03008243435959
13260,36.85324798115549,73.93472304592177,39.75377417171774,103.30125902846325,42.8182931642404
13320,36.09631412725354,76.11130302224451,32.98415400145146,103.20394799502627,45.1861468013401
13380,34.775416605078384,79.78332801974224,30.937976495187712,103.8376116564336,48.81086519294606
13440,35.9649547998105,85.95303930134347,28.980252447135232,103.46699287614264,53.498653622271505
13500,36.81953383242953,84.7640681941823,27.838537898399807,103.22389018618169,56.34388275726034
13560,37.7487398859267,84.98589043689185,26.89331976263059,102.45670281194873,57.82810893548622
13620,37.43047216921859,84.52725187733753,25.465533669360823,98.48870588967533,62.42141243128952
13680,37.2078609866223,90.00729238747869,24.6206219898249,93.08899663791382,71.09799675926241
13740,38.50456510036048,96.0557537905791,26.98116609386761,89.00589661115889,69.45029259342733
13800,41.117584476625915,100.0108542079106,27.86285198875279,87.28833325909902,69.27386655854976
13860,41.92902784485389,98.73804450426043,26.64212821506154,85.80143385505546,78.62623602863091
13920,41.52213054506591,101.7443606439154,25.696380170594438,82.65325515317184,82.31743223830738
13980,44.03742043440164,98.80452906881833,25.29842996580412,75.66001864112359,80.89302456225451
14040,43.62563335379648,94.44157040786446,26.497787612770587,69.79784748687399,78.27194868313507
14100,46.06053321833272,90.5326194072042,29.11425562116896,64.94855102960182,73.30455266314468
14160,48.316474017270025,85.93344999847803,31.339468078247346,58.366486842728484,65.51232839888806
14220,53.312046583983935,81.71886701083311,30.786788955541365,52.93120214420007,56.84803002735908
14280,54.88778404381448,79.11521899680346,33.08658564717325,48.93856822256093,48.12037977737686
14340,56.58431197496801,76.84355608585558,31.6016609806005,45.64384716607735,39.672657474614205
14400,57.10576894221964,72.74259968685739,32.96383049115881,39.69888791072582,32.62007322803686
14460,57.840359761255684,67.8349892334177,31.623434806236073,33.24660223017456,28.857287261300456
14520,64.62565646149605,61.57488723904268,30.35541779633975,29.710776547300522,26.735770362827356
14580,68.85696800831268,55.007839869202385,29.574106966935844,27.417853620298757,28.01783289781511
14640,72.87624450617871,52.12963283203635,31.979333373463017,26.83802143007037,30.266382061379865
14700,82.67309093817414,50.152384248294936,31.591021911231525,29.097407797413236,28.965061479254597
14760,89.9894339185475,47.46146155291801,30.889862516187975,29.91182825472403,29.54993739300019
14820,85.38631815418171,41.46089622481277,30.377259061012847,28.646682718920818,32.108515263318736
14880,84.34668820057966,39.922204707647204,31.49178485663967,27.366715663486463,34.33623638433723
14940,82.65461431389508,36.92650363497245,30.650527964815456,26.260544020873752,32.63054975597175
15000,80.35717628733568,33.71501702392055,29.20696595436364,25.22911868346121,31.162742994004876
15060,77.4160779746885,32.22655498108639,30.006739519373134,25.52905007433081,30.740170247485285
15120,73.44325038753526,31.079223784943775,28.65136575569322,24.687317190955746,29.743070373696348
15180,67.91362285089141,30.456888057076675,27.699952742636068,23.71647915034867,28.739906093306388
15240,61.1973058333782,29.833277812449282,28.518585273337838,25.979752406200262,27.88357175234399
15300,54.18671887201362,29.639604276562448,29.64310048943819,24.597424106497453,26.280538267550646
15360,48.406629274417675,28.874865863118064,29.379208332911688,23.343924735343474,24.967352564796116
15420,42.39847330619447,28.37069772945347,28.877480356248324,24.948518415469405,24.07305466539519
15480,36.99519215347335,27.939823425941974,28.118269317059983,23.61399426469038,23.45479126645688
15540,35.60317708392364,28.481096406563193,27.474412288950372,22.68408568281548,22.836678674520957
15600,34.15063103493253,27.817640262072885,28.496403419388088,22.29335796975202,21.26860447473801
15660,35.97553967566289,29.935510719541902,27.80137230483279,24.984813322655636,22.017335292257364
15720,34.87036429595963,28.855905298974854,28.479634726280203,27.292755803116815,20.654660249799644
15780,36.96507504066932,30.9635256453383,31.095888558942455,27.99979025462478,19.192005711981352
15840,36.57801726385256,33.27574209547086,33.33274535752959,30.233718721424513,20.005563948134373
15900,35.750335135850285,33.99232617592554,34.01529740234693,28.616889854046143,18.650580236338904
15960,34.743316219166964,32.655091532268315,36.23697989496724,27.16451603910851,18.61212312528988
16020,34.31812293375234,31.193282279700885,34.954174353933354,25.559378308853415,18.318826055092508
16080,35.49853497145579,29.57030591206929,34.40733614435149,26.9702714444482,19.52242705583124
16140,35.300240319984376,30.97157754435531,33.93284055772519,26.564272794455153,18.798523837147734
16200,34.87476867747437,31.830945232563177,33.3960921489513,29.046961885322233,19.480906832842876
16260,34.3714687891732,30.642937153748914,33.16953856736572,27.595778481932406,18.811624656662435
16320,36.97484149120866,29.36758806764865,32.79480792736759,26.340398851247308,18.344009102876647
16380,39.288156833517334,28.26110895655333,31.76268705389858,27.948625569513837,20.976311773976725
16440,36.77493146624963,27.534345611056494,33.980613860491914,26.86563807383245,19.864194543741323
16500,32.878090063239334,26.96959221757343,33.58891067179954,28.962378726937224,19.366954741556636
16560,30.427282851356583,26.411555286748438,36.05395937541455,27.863658561360616,19.159027608846063
16620,31.074791878069487,25.949018903618843,34.596421630947475,27.071683025259766,19.070001461809877
16680,33.25282282327126,25.142025205034237,33.340365219443065,26.17436967807437,21.9855063183396
16740,35.37754123933813,26.931353237386826,34.94866132150641,27.93396845528797,20.866182115591666
16800,33.639581374501574,25.60770968332016,34.55808536254406,26.859461549436944,20.36790082300285
16860,33.629879664278675,24.681437414394843,34.270852482187806,28.962130537084782,19.930733092886495
16920,32.8603274270399,24.001318533925122,33.77911657916667,27.86353257781576,19.00260920407754
16980,34.937713672611565,25.92977650181371,32.25154154336521,27.07164146838152,17.850480413829757
17040,33.856888483070264,24.85624799399357,33.0141713717769,26.45446542666399,17.363976497745888
17100,33.363473157122506,26.962519603215828,31.653739479568745,26.194752608779403,18.501529453590134
17160,32.931389560075395,27.849411253175955,32.95997065751936,28.98370357306103,18.30124915020469
17220,32.39554757269606,27.48267069903879,31.62551402707289,27.865859799820164,19.52811517060875
17280,32.16928104711013,28.55844394981674,30.183595010422238,27.06885196723459,20.657658255776607
17340,34.98347696849021,31.12779640321063,28.3668902629684,28.931908936232468,20.387270601026284
17400,35.869454167038924,31.93276744515956,26.630010282991012,29.830260256131645,19.756464407296107
17460,35.493285058448635,31.52386532401677,27.980289638690298,29.472890782878636,19.62081326391126
17520,34.88747838849093,34.03759977608884,26.624632806867748,29.22785698070513,18.86873355414048
17580,33.98607138613353,34.89088054842919,25.688561349864145,30.506252224354842,19.484966821739842
17640,34.97243894006755,35.775305951807155,24.871702626204947,30.305962785082542,19.279287328255975
17700,37.23955193098356,34.64179452188098,24.651184770548628,29.87453067862554,18.763335807014677
17760,36.733370939852115,33.196675261031615,23.72539567063977,30.47606227978364,19.949229317095114
17820,35.91069223185895,32.7491813475891,23.617242591122157,30.27405006273358,22.241417634192775
17880,37.9377130415865,32.368255002638016,26.084024221294033,31.52175573014234,20.616323679834352
17940,36.85738088334288,31.777723468175004,26.910842534624063,30.79770328390383,19.339823098132335
18000,36.071949827214105,30.25030958680924,25.87197324629869,31.48089059598941,18.56744833382563
18060,35.17468351982608,28.591047307604384,24.948686094233068,30.811592380009472,19.506299290498276
18120,35.51713121048815,29.97428228569082,23.300443275773095,32.93602125495376,19.29985460735141
18180,34.685224310751195,32.25696156283221,21.975715342212524,32.56225450948256,19.145736845952726
18240,34.606556868677586,30.96134027758813,22.558109381727597,31.750085488420734,18.78057338638386
18300,35.62093773486568,31.548950908592957,21.820720831603744,32.95140766600014,18.625155597395672
18360,34.81172158891978,30.81973775058506,21.34770343320345,31.873539355636325,19.62067593400177
18420,33.95260713269088,32.938037840240206,23.97674492987128,33.96041466323758,18.812238306976813
18480,32.82931646612181,31.856599445089493,26.28913482405393,32.86318785102172,18.343932168609058
18540,32.039894995006584,33.963694921507965,24.62181529607818,32.366274412759054,19.491953045899336
18600,31.023038131656882,32.86394111135667,23.339609686815752,31.931421679445698,18.649649228858763
18660,29.513075624040265,34.965376384508474,23.555723053178458,32.480450073130584,19.945454101402877
18720,28.305101389158967,34.57830987759305,24.6256552878271,33.620579455083096,22.244729178154156
18780,29.946315163949105,33.75030879930715,23.81074017733605,32.636623393639404,20.956664429628077
18840,28.864510755581122,33.62155436475748,24.486341504359967,32.59856325963914,19.929733457927867
18900,29.512257086561824,34.621694308244564,23.812124753344417,35.084831678205326,18.819296523009918
18960,30.634508348791503,33.812225723164744,23.09126711864294,33.59773324367704,20.98420699300413
19020,29.636320690510043,33.083535097814355,22.183267484900874,34.963839770966466,20.59000002789027
19080,30.947849958733286,32.459693938406105,21.501714460686955,33.87382590388225,19.750166706279398
19140,33.24607387326776,34.97544320442467,23.976389266794286,35.96208786476491,19.621686044229943
19200,31.6167289757869,33.86445534920388,23.59020627047579,34.86365413213532,20.621757477871242
19260,32.97256853744931,33.367035119659676,24.58884176043168,33.93408424109466,19.642022642514892
19320,31.87645352096718,32.81574552490213,25.672696217602603,34.967992482899774,18.69692601015226
19380,33.962566481912624,31.440920340662743,25.394225684287182,33.88161219116239,20.979642151382087
19440,32.863811580440284,30.11946306647142,26.543293963924615,34.511780385061726,23.2849579988204
